model_id,system_id,model_class,response,spp,region_code,region,data,year,authors,compiler,notes,status,test date,tester,data_ref,formula,b0,b1,b2,b3,b4,b5,b6,b7,b8,n,r2_pd,syx_pd,r2_proj,syx_proj,x1,x2,x3,x4,x5,predictor_spec_path,fit_object_path,vcov_path,serializer,pkg,pkg_version,r_version,lightened,comp_token,bias_flag,ht_unit,source_id,voleq,spcd,forest,district,nvel_out
GOR833BRL01D,,closed_form,bm_brl,quercus.rubra,se,09,NBEL,,Gower et al. 1993b,,Branches live,active,,,"Gower, S. T.; Reich, P. B.; Son, Y. 1993b. Canopy dynamics and aboveground production of five tree species with different leaf longevities. Tree Physiology. 12: 327-345.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.097,2.96,1,0,0,2.54,1,2.20462,1,10,0.82,,,,1,5.5,35,CM,KG,,,,,,,,,BRL,yes,NA,60,,,,,
PER833BRL01D,,closed_form,bm_brl,quercus.rubra,se,09,NBEL,,Perala and Alban 1994,,Branches live,active,,,"Perala, D. A.; Alban, D. H. 1994. Allometric biomass estimators for aspen-dominated ecosystems in the upper Great Lakes. Res. Pap. NC-314. St. Paul, MN: U.S. Department of Agriculture, Forest Service, North Central Forest Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,0.01684,2.514,0,2.54,1,2.20462,1,16,0.91,,,,4,2.5,40,CM,KG,,,,,,,,,BRL,no,NA,117,,,,,
CHA833BRT01D,,closed_form,bm_brt,quercus.rubra,se,09,NBEL,,Chapman and Gower 1991,,Branches total (live + dead),active,,,"Chapman, J.; Gower, S. 1991. Aboveground production and canopy dynamics in sugar maple and red oak trees in southwestern Wisconsin. Canadian Journal of Forest Research. 21: 1533-1543.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-5.932,0,3.014,1,0,2.54,1,2.20462,1.128,16,0.91,,,,2,2.8,69.5,CM,KG,,,,,,,,,BRT,yes,NA,29,,,,,
MAT833BRT01D,,closed_form,bm_brt,quercus.rubra,se,08,NBEL,,Martin et al. 1998,,Branches total (live + dead),active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.66,3.026,1,0,0,2.54,1,2.20462,1.151,9,0.9,,,,1,19.7,52,CM,KG,,,,,,,,,BRT,yes,NA,102,,,,,
RAP833BRT01D,,closed_form,bm_brt,quercus.rubra,se,08,NBEL,,Ralston and Prince 1965,,Branches total (live + dead),active,,,"Ralston, C.; Prince, A. 1965. Accumulation of dry matter and nutrients by pine and hardwood forests in the lower Piedmont of North Carolina. In: Forest-soil relationships in North America. Corvallis, OR: Oregon State University Press: 77-94.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.21,2.26,1,0,0,1,1,1,1,14,,,,,1,4,9.8,IN,LB,,,,,,,,,BRT,no,NA,123,,,,,
WIA833BRT01D,,closed_form,bm_brt,quercus.rubra,se,09,NBEL,,Wiant et al. 1977,,Branches total (live + dead),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,66.63842,-14.64401,2.75334,2,0,1,1,1,1,19,0.85,,,,4,2,16,IN,LB,,,,,,,,,BRT,no,NA,175,,,,,
WIA833BRT02D,,closed_form,bm_brt,quercus.rubra,se,09,NBEL,,Wiant et al. 1977,,Branches total (live + dead),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,116.0724,-24.66151,4.58936,2,0,1,1,1,1,19,0.85,,,,4,2,16,IN,LB,,,,,,,,,BRT,no,NA,175,,,,,
WIA833BRT03D,,closed_form,bm_brt,quercus.rubra,se,09,NBEL,,Wiant et al. 1977,,Branches total (live + dead),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,39.29224,-8.24105,2.04075,2,0,1,1,1,1,19,0.82,,,,4,2,16,IN,LB,,,,,,,,,BRT,no,NA,175,,,,,
WIA833BRT04D,,closed_form,bm_brt,quercus.rubra,se,09,NBEL,,Wiant et al. 1977,,Branches total (live + dead),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,27.34618,-6.40296,0.71259,2,0,1,1,1,1,19,0.9,,,,4,2,16,IN,LB,,,,,,,,,BRT,no,NA,175,,,,,
GOR833FOT01D,,closed_form,bm_fot,quercus.rubra,se,09,NBEL,,Gower et al. 1993b,,Foliage total,active,,,"Gower, S. T.; Reich, P. B.; Son, Y. 1993b. Canopy dynamics and aboveground production of five tree species with different leaf longevities. Tree Physiology. 12: 327-345.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.864,3.169,1,0,0,2.54,1,2.20462,1,10,0.85,,,,1,5.5,35,CM,KG,,,,,,,,,FOT,yes,NA,60,,,,,
MAT833FOT01D,,closed_form,bm_fot,quercus.rubra,se,08,NBEL,,Martin et al. 1998,,Foliage total,active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.514,2.326,1,0,0,2.54,1,2.20462,1.097,9,0.89,,,,1,19.7,52,CM,KG,,,,,,,,,FOT,yes,NA,102,,,,,
RAP833FOT01D,,closed_form,bm_fot,quercus.rubra,se,08,NBEL,,Ralston and Prince 1965,,Foliage total,active,,,"Ralston, C.; Prince, A. 1965. Accumulation of dry matter and nutrients by pine and hardwood forests in the lower Piedmont of North Carolina. In: Forest-soil relationships in North America. Corvallis, OR: Oregon State University Press: 77-94.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.53,1.86,1,0,0,1,1,1,1,14,,,,,1,4,9.8,IN,LB,,,,,,,,,FOT,no,NA,123,,,,,
MAT833SBL01D,,closed_form,bm_sbl,quercus.rubra,se,08,NBEL,,Martin et al. 1998,,Stem + live branches,active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.279,2.651,1,0,0,2.54,1,2.20462,1.011,9,0.99,,,,1,19.7,52,CM,KG,,,,,,,,,SBL,yes,NA,102,,,,,
PHL833SBL11D,,closed_form,bm_sbl,quercus.rubra,se,08,NBEL,,Phillips 1977,,Stem + live branches,active,,,"Phillips, D. R. 1977 Total tree weight and volumes for understory hardwoods. TAPPI: 60(6): 548-550.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.32779,0.78911,1,0,0,1,1,1,1,13,0,,,,1,1,5,IN,LB,,,,,,,,,SBL,no,FT,190,,,,,
MAT833STB01D,,closed_form,bm_stb,quercus.rubra,se,08,NBEL,,Martin et al. 1998,,Stem (bark only),active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.846,2.441,1,0,0,2.54,1,2.20462,1.016,9,0.98,,,,1,19.7,52,CM,KG,,,,,,,,,STB,yes,NA,102,,,,,
CHA833STT01D,,closed_form,bm_stt,quercus.rubra,se,09,NBEL,,Chapman and Gower 1991,,Stem (wood + bark),active,,,"Chapman, J.; Gower, S. 1991. Aboveground production and canopy dynamics in sugar maple and red oak trees in southwestern Wisconsin. Canadian Journal of Forest Research. 21: 1533-1543.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-3.282,-0.024,2.974,1,0,2.54,1,2.20462,1.004,16,0.99,,,,2,2.8,69.5,CM,KG,,,,,,,,,STT,yes,NA,29,,,,,
GOR833STT01D,,closed_form,bm_stt,quercus.rubra,se,09,NBEL,,Gower et al. 1993b,,Stem (wood + bark),active,,,"Gower, S. T.; Reich, P. B.; Son, Y. 1993b. Canopy dynamics and aboveground production of five tree species with different leaf longevities. Tree Physiology. 12: 327-345.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.113,2.523,1,0,0,2.54,1,2.20462,1,10,0.98,,,,1,5.5,35,CM,KG,,,,,,,,,STT,yes,NA,60,,,,,
MAT833STW01D,,closed_form,bm_stw,quercus.rubra,se,08,NBEL,,Martin et al. 1998,,Stem (wood only),active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.416,2.639,1,0,0,2.54,1,2.20462,1.019,9,0.98,,,,1,19.7,52,CM,KG,,,,,,,,,STW,yes,NA,102,,,,,
NVEL_131_r8,,nvel,vol_tcf,pinus.taeda,se,8,NVEL,,,,Total cubic-foot volume (NVEL TCFV),active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,01,01,TCFV
NVEL_111_r8,,nvel,vol_tcf,pinus.elliottii,se,8,NVEL,,,,Total cubic-foot volume (NVEL TCFV),active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,01,01,TCFV
NVEL_110_r8,,nvel,vol_tcf,pinus.echinata,se,8,NVEL,,,,Total cubic-foot volume (NVEL TCFV),active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,01,01,TCFV
NVEL_202_r6,,nvel,vol_tcf,pseudotsuga.menziesii,pnw,6,NVEL,,,,Total cubic-foot volume (NVEL TCFV),active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,01,01,TCFV
NVEL_263_r6,,nvel,vol_tcf,tsuga.heterophylla,pnw,6,NVEL,,,,Total cubic-foot volume (NVEL TCFV),active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,01,01,TCFV
NVEL_122_r6,,nvel,vol_tcf,pinus.ponderosa,pnw,6,NVEL,,,,Total cubic-foot volume (NVEL TCFV),active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,01,01,TCFV
